,refexp
8954,buissons devant
8955,ciel
8957,ciel
8958,maison en bas
8959,montagnes
8960,l'enfant
8961,t-shirt rouge
8962,enfant
8963,manteau rouge
8964,mur
8965,enfant
8966,tête chauve au premier plan
8968,en bas à gauche pleine tête
8969,immeubles
8970,ciel
8971,tshirt rouge
8973,mec à la tête droite
8974,le visage de l'homme gauche
8975,Roche
8976,dame de devant
8977,crâne
8978,les dents
8979,bonez
8980,Le coin inférieur droit
8981,animal
8982,centre supérieur
8983,tout le squelette
8984,panneau
8985,en haut à droite n'importe où
8986,jardinière devant
8987,ciel
8988,voiture rouge en bas à gauche
8989,coléoptère blanc
8990,immeuble à gauche
8991,le trottoir
8993,lampe la plus proche
8994,ciel
8995,l'eau
8996,des arbres
8997,bateau le plus proche de nous
8998,fans de fabio
9000,coin supérieur gauche
9001,les immeubles
9002,route à droite
9003,fenêtre du bâtiment de la mosquée au milieu
9004,le coin supérieur droit
9005,paroi rocheuse
9007,blanc mtn
9008,fond de sable
9009,Le ciel
9010,imeuble
9012,le ciel à gauche
9013,les nuages ​​en haut du milieu à droite
9014,trucs sur le dessus de la voiture
9015,la montagne
9018,n'importe quel terrain au milieu à gauche
9019,vélos sur voiture
9020,voiture
9022,homme inférieur
9023,ciel
9024,les collines les plus éloignées
9026,homme penché au milieu
9027,vélo sur galerie de toit à droite
9028,ciel
9029,Gros rocher
9030,l'eau
9031,en haut à droite
9032,la gauche
9033,route à droite
9034,l'eau
9035,oiseau en haut à gauche
9036,pélican droit
9037,un pélican ou quelque chose
9038,eau à droite
9039,ciel
9040,personne rouge à droite
9041,mtn à droite
9042,la personne tout à gauche
9043,manteau bleu
9044,mec à droite
9047,personne en rouge blanc
9048,ciel
9049,très bas au milieu
9052,regardant la tête à gauche
9053,homme mangeant un gâteau
9054,gâteau délicieux
9055,femme à droite
9056,sur la structure d'extrême gauche au milieu
9057,en bas à gauche
9058,mec à gauche qui déteste le reste du groupe
9059,personne la plus proche de vous bras tendus
9060,groupe de personnes
9062,coin inférieur gauche arewa ombragé
9063,sable en haut à droite
9064,mec à gauche
9065,mur en bois à droite
9066,la fille
9067,chaise blanche avant droite
9068,gens
9069,chaise à gauche
9070,mur
9072,enfant
9073,mec avec un chapeau de chemise blanche et un appareil photo
9074,gars chemise blanche
9075,en bas à droite
9076,femme se grattant la tête
9077,le ciel plein d'araignées
9078,montagnes
9079,mec
9080,visage
9081,fenêtre de droite
9083,tache de saleté en haut de l'écran
9084,peut-être une lesbienne
9085,ciel
9086,monticule
9087,toute personne
9088,sol
9089,Roche
9090,cliquez sur l'eau !
9091,animal à gauche
9092,phoque inférieur
9093,cavalier
9095,herbe à droite
9096,ciel
9097,arbre à droite
9098,arbres à droite
9099,côté droit du bâtiment
9100,arbre de gauche
9101,rue à l'extrême gauche
9102,arbre
9104,voiture vert clair
9105,lampe sur table de chevet
9106,lit
9107,coin inférieur gauche du sol
9108,serviette blanche sur le lit
9109,lit mural
9110,petite table à droite
9111,la fenêtre
9112,tentures
9113,Le coin inférieur droit
9114,quelque chose de vert
9115,ciel
9116,n'importe où sauf le ciel
9117,une bouteille d'eau
9118,tête d'homme
9119,table de pique-nique avec la fille en rouge
9122,oiseau en bas à droite
9123,oiseau avant droit
9124,droit flamboyant devant
9126,oiseau à droite
9127,oiseau à l'extrême droite
9128,oiseau avant le plus à droite
9129,flamant du milieu
9130,devant d'oiseau droit
9131,oiseau en bas à gauche
9132,le canard à droite
9133,de l'eau à nouveau
9134,oiseau à droite
9136,animal
9137,sol en bas à gauche
9138,l'homme
9139,n'importe quelle partie du gars
9140,flûte
9141,ciel
9142,piste devant
9143,ze ciel
9144,bas de piste
9145,avion
9146,ciel
9147,arbres au centre
9148,arbres tout
9150,toute personne
9151,saleté de premier plan
9152,en arrière-plan au milieu
9153,filet de pont à droite
9154,sol inférieur
9157,le coin supérieur droit
9158,milieu du ciel
9159,ciel haut milieu
9160,océan droit
9161,ma mauvaise découpe d'oiseau à droite
9162,partout
9163,océan côté gauche
9165,chapeau vert à gauche
9166,personne en bas à droite
9167,espèce de table de roche au milieu
9168,la table de nuit
9169,photo sur le mur à gauche
9170,lumière à gauche
9172,fond d'écran
9174,lit
9175,Téléphone
9176,image de droite
9177,lampe de droite
9179,cent en haut
9180,eau juste en dessous de la chaîne de montagnes centrale
9181,montagnes
9182,le bateau
9183,en haut à gauche
9184,le garçon
9185,la face
9186,canon à droite
9187,mur
9188,table
9189,canon gauche
9191,moutien
9192,haut du milieu du ciel
9193,n'importe quel cheval
9194,bas n'importe où
9195,l'un des chevaux sauf l'extrême gauche
9197,les zèbres je veux dire les gens au milieu
9198,cheval à l'extrême gauche
9199,mec à l'extrême droite
9200,homme sebra à l'extrême droite
9201,en bas au centre
9202,les araignées
9204,ciel
9206,le coin supérieur droit
9207,cascade
9208,le groupe de personnes
9209,sol
9210,en bas au centre
9211,la moitié supérieure
9212,oiseau
9213,ciel
9214,herbe en haut à droite
9215,bâtiment
9216,verdure en haut à droite
9217,voies ferrées
9218,personne
9219,façade rocheuse
9222,flanc de coteau
9223,ciel
9224,ciel
9225,buisson vert en haut à gauche
9226,rochers
9227,personnes
9228,ciel
9229,herbe à gauche
9230,herbe côté gauche
9231,monument
9232,ciel bleu n'importe où
9233,devant les nuages
9234,nuage en haut à gauche
9235,nuages ​​en haut à droite
9237,ciel bleu
9238,tête
9239,coin en haut à droite noir
9240,ciel
9241,l'eau
9242,bâtiment de gauche
9243,lampadaire
9244,bâtiment de droite
9245,ciel
9246,sac
9247,pastèque trois
9248,trois pastèques
9249,trois melons
9250,mangues
9251,melon à gauche
9252,parapluie
9253,l'une des 3 pastèques alignées en bas à l'avant gauche
9255,Cheval Blanc
9256,cheval brun à droite
9257,en haut à droite
9258,fille devant
9259,cheval brun
9260,sable
9261,colline
9262,ciel
9263,roche à gauche devant
9264,roches brunes à droite
9265,deuxième rocher en partant du bas à gauche
9266,champ
9268,ciel
9270,ciel seulement
9271,ciel
9272,feuilles d'arbre à gauche (en haut)
9273,haut de l'immeuble
9274,tout sauf oiseau
9275,chose rouge
9276,l'oiseau
9277,bas des escaliers
9279,toit
9280,homme devant
9281,eau à gauche
9282,gros rocher en arrière
9283,rocher en bas à droite
9284,groupe debout contre le rocher
9285,des arbres
9286,lit de droite
9287,lit de gauche
9288,à l'extérieur
9290,le mur à gauche
9291,des rideaux
9292,la dame à gauche regarde les photos
9294,cime des arbres
9295,coin inférieur gauche
9297,femme en rouge‚Ñ¢
9298,main la plus à gauche
9299,montagne en arrière-plan
9300,ciel
9301,pull gris
9302,la main la plus à gauche
9303,ciel bleu
9304,les nuages ​​sont en haut à droite
9305,zone brune en bas à droite
9306,en bas à gauche
9307,montagne à gauche
9308,saleté en bas à droite
9309,ciel
9310,Roche nue
9311,homme
9313,cheveux noirs en bas à droite
9315,tout le ciel
9316,montagne
9317,arbustes en bas à gauche
9318,Le coin inférieur droit
9319,ciel
9320,montagne
9321,mec à droite
9323,collines au loin
9324,mec à gauche
9325,sol brun clair
9326,ciel
9327,ville
9328,montagne
9329,patch ciel à gauche
9330,petit arbre de gauche
9332,sol en bas à droite
9333,jette un coup d'œil
9334,plafond
9335,les gens au milieu
9336,espèce de bâtiment central
9337,gens
9338,partout
9339,partout
9340,imeuble
9341,ciel
9342,fond vert
9343,dojo
9344,ciel
9345,rue
9346,imeuble
9349,eau très profonde
9350,pulvérisation blanche à l'extrême droite
9351,le soleil
9352,ciel
9353,groupe d'arbres en bas à gauche de la photo
9354,arbres au milieu
9355,ciel
9356,homme plein visage avec chapeau gris le visage
9357,visage du chapeau bleu avant
9358,tête avant avec de longs cheveux bruns
9359,noir en haut à gauche
9360,la femme en veste bleue
9361,ciel
9362,vert
9363,plan d'eau
9364,flamant
9365,pont
9366,arbres à gauche
9367,en bas à droite
9368,ciel
9369,montagne
9370,des arbres]
9371,ville
9372,deux nuages ​​près du coin droit
9373,clôture blanche à droite
9374,sol inférieur
9376,zone près de la personne à la jambe la plus à gauche près du sol
9378,gens
9380,eisenbahn
9381,mec
9382,fleurs roses
9384,coin supérieur gauche
9385,ciel
9386,le truc du mur
9387,visage
9388,sol rouge
9389,enfant
9390,n'importe où vert
9391,le grand bâtiment
9392,ciel
9394,couchette supérieure
9395,éponge bleue en bas
9396,mur de baise
9397,château
9398,troisième arc en partant de la droite : la lanterne au-dessus
9399,lumière
9400,lumière deuxième à partir de la droite
9401,buisson en bas à droite
9402,ciel
9403,arbre à droite
9404,voiture devant gauche
9405,personnes marchant
9406,gazon
9407,dragon
9408,glace gauche
9409,la glace à l'extrême droite
9410,gens
9411,mtn rt
9412,ciel
9413,dat alpaga devant total coffeelate swag
9414,ah désolé alpaga au milieu
9416,le lama à gauche
9417,le ciel :d
9418,bas
9419,danse en couple
9420,parapluie bleu
9421,parapluie blanc
9422,mec marchant à droite
9423,parapluie en haut de la photo
9424,les gens sont partis
9425,coin inférieur gauche d'asphalte
9426,bicyclette
9429,ciel
9432,les gens au sol se tiennent sur
9433,eau à droite
9434,mtn
9435,gars de gauche
9436,personne à droite
9439,vitrine de magasin
9440,ciel à droite
9442,homme droit
9443,personne en orange en haut à gauche
9444,imeuble
9445,rue
9446,signe de botica
9447,le mur de briques de couleur claire
9448,tout le monde sauf le mec à droite
9449,sol bleu
9450,bateau bleu au milieu
9451,haut vert
9452,eau de fond
9453,bateau bleu au milieu
9454,bateau à toit plat
9456,bateau du milieu
9458,bateau bleu au milieu
9459,bateau à droite vert
9460,bateau bleu au milieu
9461,mec joue de la guitare
9462,personne assise
9463,ciel
9464,des nuages
9465,Le coin inférieur droit
9466,coin inférieur gauche
9468,cactus en bas à gauche
9469,le groupe de cactus en bas à droite
9470,cactus en bas à droite
9471,vert
9472,ciel
9473,cactus en bas à droite
9474,saleté en bas à droite
9475,grande montagne
9476,visage
9478,front de neige
9479,ciel
9480,le chapeau haut de forme à gauche qui est marron foncé
9483,chapeau marron à gauche
9484,chapeau rose et blanc sur le support latéral gauche
9486,en bas à gauche
9488,toit à droite
9490,rue du centre
9491,milieu côté droit
9492,personne devant dans le coin inférieur de rt
9494,rangée gauche de chapeaux chapeau marron
9495,Haut
9496,bas
9497,les gens du côté droit s'étendant sur le rocher
9498,la personne assise sur le rocher
9499,les roches
9501,ciel 20
9502,champ du bas
9503,oiseau
9504,oiseau
9505,oiseau
9506,oiseau
9507,dat oiseau
9508,mtn
9509,oiseau
9510,le cheval
9511,cheval devant
9513,cheval
9514,heurese
9515,cheval devant
9516,cheval
9517,2003 cheval
9518,banc
9519,choisissez n'importe quelle partie du ciel
9520,sol en bas à gauche
9521,clôture côté droit
9522,route
9523,voiture
9525,gens
9526,ciel à gauche
9527,des arbres
9528,en bas à droite
9529,en bas à droite
9530,des arbres
9533,le coin inférieur droit
9535,Le coin inférieur droit
9536,le sol jaune
9537,mec
9538,cheval
9539,le cheval
9540,arbre
9541,coin supérieur gauche
9542,femme
9543,hautes herbes
9544,zone d'herbe autour de la personne
9545,patch de mauvaises herbes par les rochers sur la droite
9546,enfant
9547,père
9549,le vélo
9550,les crampons de vélo
9551,bicyclette
9552,route
9553,ciel
9554,bicyclette
9555,branche à droite
9556,bicyclette
9557,femme
9559,calendrier au mur
9561,loi
9563,pense que c'est une femme n'importe qui
9566,arbres en bas à gauche
9567,bâtiments de droite
9568,gens
9569,Les fleurs
9570,whoooo! la chose vasey avec des fleurs dedans yo
9571,mur de bord supérieur
9572,rouge doux
9573,montagne à gauche
9574,l'eau
9575,ciel
9576,sable
9577,ciel
9578,toute personne
9580,très
9581,les bâtiments à gauche
9582,ciel
9583,imeuble
9584,structure au milieu qui a une pointe
9585,La saleté
9586,voiture rouillée à droite
9587,plantes avant droite
9588,en haut à droite
9589,montagne au sommet enneigé
9590,femme de gauche
9591,oui
9592,jaune
9593,gars du milieu
9594,personne du milieu
9596,l'eau à gauche
9598,sol / rue menant à l'arche
9599,Dame
9600,en bas à droite
9601,MDR
9602,signe vilacoyo
9603,mur en haut à droite
9604,fenêtre
9605,l'une ou l'autre fenêtre curatin
9606,coin gauche du mur
9608,lit
9611,camionette
9612,signe à gauche
9614,ciel
9615,chemise beige
9616,banc à gauche
9617,arbre
9618,poteau à gauche
9619,poteau à droite
9620,sable
9621,soleil
9622,médian
9623,le sable sur la plage
9624,bas de la photo - trottoir
9626,l'eau
9627,sables
9628,la plage
9629,banc au milieu l
9630,Le ciel
9631,l'eau la plus proche de nous
9632,sable
9633,en haut à droite tout en haut à droite
9634,fille
9636,coin supérieur gauche
9637,champ
9638,tout un groupe de personnes
9639,veste jaune près de la droite
9640,mec en veste jaune à droite
9641,le groupe de skieurs à gauche 6 d'entre eux
9642,ciel supérieur
9644,cime des arbres
9645,chaussée
9646,fond d'herbe
9647,ciel
9648,trouver avant
9649,la fontaine au centre de la photo
9650,des arbres
9651,herbe à gauche
9652,pas de problème mec au milieu
9653,ciel
9654,sol
9655,voiture
9656,motard
9657,ciel
9658,haut du ciel
9659,le lit à gauche
9660,mur
9661,la fenêtre
9662,lits à droite
9663,la personne
9664,animal fou
9666,Le coin inférieur droit
9667,le visage de l'enfant devant
9668,enfant devant et au centre
9669,enfant en rouge
9670,les enfants ont raison
9671,visage avant seulement
9672,rideaux à droite
9674,table
9675,Haut
9677,homme à gauche
9678,bouteille à gauche
9679,personne à l'arrière à gauche
9680,personne deuxième à partir de la droite
9681,verre de lait à la main à gauche
9682,la fenêtre
9684,coupe de bière de l'homme à droite
9685,le gars à droite
9686,herbe en bas à gauche
9688,train choo choo
9689,plaque herbeuse herbeuse dans le coin inférieur gauche
9691,ciel
9692,des pistes
9693,imeuble
9695,ciel
9697,arbre de droite
9698,gazon
9699,banc en bas à droite
9700,lampadaire près du banc à gauche
9701,église
9702,l'un ou l'autre des escaliers
9704,bourgeons en haut à gauche
9705,l'une des petites choses rondes au centre
9707,les choses qui poussent sur la plante en bas à droite
9708,feuilles à gauche
9709,grande feuille face à l'avant en haut
9710,l'eau
9711,milieu du ciel
9712,bâtiment deuxième en partant de la gauche
9713,la palmier à gauche
9714,ciel
9715,des arbres
9716,gazon
9717,sol
9718,jardinière devant
9719,arbres en haut à gauche
9720,gens
9724,la fille
9725,la veste sur laquelle la femme est assise
9727,pouvez
9728,visage
9729,porte
9730,fond d'herbe
9731,formation rocheuse pâle
9732,l'eau
9734,route au milieu
9735,mur à gauche
9736,ciel
9737,ciel
9738,des arbres
9739,l'eau
9740,imeuble
9741,zone de la rue par les personnes dans le coin inférieur droit
9743,ciel
9744,partout
9745,côté gauche
9746,herbe en bas à droite
9747,ciel
9748,les bâtiments au pied de la montagne
9749,skieur
9750,mec
9751,mec
9752,l'eau
9753,mec
9754,personne
9755,mec
9756,ciel
9757,joueur en bas bleus
9758,en bas au centre
9759,personne la plus juste sur le terrain
9760,short bleu femme au premier plan
9761,bas
9763,voiture
9764,ciel
9765,dunes de sable
9766,tous les bâtiments
9767,Haut
9768,Le coin inférieur droit
9769,imeuble
9770,Le ciel
9771,arbre vert à gauche
9772,ciel
9773,l'ensemble du bâtiment
9774,drapeau rouge
9775,nuage en haut à droite
9776,collines
9777,l'eau
9778,ciel
9779,verdure en premier plan
9780,ciel
9781,buisson avant droit
9782,coin gauche
9783,machin de la pagode du temple gauche
9784,ciel bleu à gauche
9785,gros nuage blanc
9786,vert
9787,ciel en haut à droite
9788,tuile en bas à droite
9789,gens
9790,plus grand devant d'enfant
9791,enfant bizarre devant
9792,chemise garçon rouge et bleu
9793,sol
9795,les personnes
9796,en bas au milieu
9797,chose rayée en haut à gauche
9798,serviette bleue
9799,les couvertures blanches à droite
9800,la femme tenant la bouteille
9801,bouteille
9802,fille à tête verte et jaune
9803,fille face à droite
9804,visage au milieu
9805,visage
9806,la chemise
9808,ciel clair
9809,balustrade
9810,arbustes
9811,collines de fond
9812,ciel
9813,ciel blanc tout à droite au milieu
9814,sol en bas
9815,Le coin inférieur droit
9816,toute personne debout
9817,statue
9818,les gens en bas pf pic
9819,rideaux très haut
9820,ciel
9821,des arbres
9824,espèce de roche en bas à gauche
9825,les gens au milieu
9826,ciel
9827,ciel
9828,montagne droite
9829,moitié supérieure de l'image
9830,fond de pic fougères/herbe
9831,tout en bas à gauche
9832,ciel
9833,l'eau
9834,montagne
9835,ciel
9836,verdure en bas à droite
9837,près du centre
9839,eau plus bas
9841,montagne
9842,ciel bleu
9843,montagne
9844,vieil homme
9845,l'eau
9846,ciel
9847,femmes
9848,fenêtre en haut à droite
9849,table marron en bas à gauche
9850,ballons rouges arrière-plan
9851,ciel
9852,montagne
9853,sable en haut de l'image
9854,les personnes à droite
9855,sable tout en bas
9857,ciel ouvert à l'extrême gauche
9858,sol en bas à droite
9859,mur sur lequel ils sont assis
9860,filles
9861,tache de ciel bleu à droite
9862,montagne
9863,arbre au bord droit
9864,ciel
9866,très bas au milieu
9867,imeuble
9868,palmiers à partir du bâtiment
9869,bit jaune dans le coin inférieur gauche
9870,voiture en bas à gauche
9871,voiture blanche dans l'ombre en bas à droite
9872,premier lit
9873,table de nuit téléphone à gauche
9874,lit
9876,la fenêtre
9877,mur rouge
9878,lit de droite
9879,lit à droite
9880,sol
9881,art sur le mur
9882,lit à droite
9883,lampe à gauche
9884,lit fenêtre près
9886,lit à droite
9887,ciel
9888,à gauche la neige
9889,qui est ce visage
9890,gens
9891,gauche bot eau
9892,gens
9893,feuilles en haut à gauche
9894,centre aquatique à droite
9895,arbres côté droit
9896,montagne à gauche
9897,gens
9898,Le coin inférieur droit
9899,des arbres
9900,homme
9901,la main sur la poignée de porte
9902,Superman
9903,main ouverte sur la cabine téléphonique
9904,ciel seulement
9905,fond de neige
9908,île loin
9909,groupe de personnes de gauche
9910,sac noir
9911,ciel
9912,dame en veste bleue sur le côté droit de la photo
9913,mur à gauche
9914,à droite briques
9917,ciel
9918,touffe d'herbe jusqu'au coude droit
9919,mon gars
9920,tête rasée en bas à gauche
9921,tasse sur bleu serré
9922,tasse vide la seconde la plus proche
9923,l'eau
9924,ciel
9925,rbldg
9926,ciel sombre
9927,ciel blanc
9928,colline à droite
9929,maison à l'arrière
9930,mec milieu
9932,casquette de baseball
9933,n'importe quel bâtiment
9934,l'eau
9935,ciel
9936,ciel
9937,chaise sur rt
9938,plafond
9939,boiseries centre gauche
9940,en bas à droite
9941,Le ciel
9942,le ciel rempli d'araignée
9943,elle
9944,vert en bas à gauche
9945,nuage en haut à gauche
9946,coin supérieur droit
9947,eau loin au milieu
9948,eau verte
9949,ciel
9950,Le coin inférieur droit
9951,gens
9952,avion
9953,le piano à gauche
9954,espèce de porte fenêtre avec une chose suspendue au-dessus
9955,ciel
9956,bâtiment blanc à droite avec toit beige
9957,bâtiment sur le côté gauche
9958,bâtiment jaune en bas à droite tache blanche entre les portes
9960,voiture blanche à gauche
9961,bâtiment bleu droit
9962,bâtiment jaune
9963,personnes au centre de la photo du bas
9964,très petites gens du côté promenade en bas au centre
9965,balcon sur le bâtiment vert à gauche
9966,fond de route
9967,tête d'homme
9968,falaise à gauche
9969,coin supérieur gauche vert
9970,l'eau
9971,homme regardant par-dessus le rail
9972,rochers à droite
9973,ciel
9974,ciel
9975,ciel
9976,Le coin inférieur droit
9977,ciel
9978,ciel supérieur
9979,ciel
9980,verdure à gauche
9981,partout
9982,personne
9983,haut patch vert vif
9984,herbe à gauche
9986,en bas au milieu
9987,arbre à gauche
9988,les feuilles de l'arbre le plus à gauche
9989,Colonnes
9990,grand arbre à droite
9991,arbre à gauche
9992,arbre le plus proche
9993,arbre de gauche
9994,passerelle carrelée porter les compteurs sont
9995,ciel bleu
9996,arbre à gauche
9997,ce gars était hilarant la route
9998,le plus éloigné*
9999,sol
10000,garçon
10001,bâtiment
10002,ciel
10003,herbe gauche près de la route
10004,route
10005,arbres à droite
10006,ciel\
10007,voiture du milieu
10008,voiture
10009,point mort de voiture
10010,personne la plus proche de la caméra
10011,voiture au milieu
10012,deuxième voiture à droite
10013,la neige au fond
10014,le plus grand vechicle
10015,train
10016,ciel
10017,wow tu es un idiot quitte maintenant le ciel
10018,gens
10020,planche de ballon
10021,statue de la vierge marie au fond a droite
10022,retour de montagne brumeux
10023,ciel
10024,sol
10025,que derpy fille Stickin de son épaule droite
10026,son visage
10027,visage
10028,mec à gauche
10029,visage droit
10030,main en bas à gauche
10031,mec à gauche
10032,mec à droite
10034,visage de gars de gauche
10036,mon gars
10039,bouteille verser
10040,bouteille rouge
10041,truc au fond avec lettres blanches
10042,personne à droite
10043,lol personne à gauche
10044,Haut
10045,enfants en bas à droite
10046,les marionnettes
10049,deuxième rangée enfants
10050,enfant avec chapeau étoile
10051,tapis côté droit
10052,cheveux bouclés
10053,l'homme le plus proche de la scène à gauche
10055,la télé
10056,sol
10057,la fenêtre
10058,meuble télévision
10059,ciel en haut à gauche
10060,le train
10062,bâtiment de droite
10063,homme au sol
10064,cameraman
10065,gars jaune
10066,la caméra vidéo
10067,gens
10068,ciel
10069,jardinière sur le côté droit
10070,début L
10071,ciel en haut à droite
10073,voiture blanche
10074,arbre sur le bord gauche
10075,imeuble
10076,les feuilles vertes pot milieu
10077,trottoir
10079,deuxième pot de droite
10080,haut du ciel
10081,coin inférieur gauche
10082,bâtiment au milieu
10083,zone d'arbre dense et sombre
10084,vélo à droite
10085,troisième personne à partir de la droite
10086,femme à l'extrême droite
10088,deuxième à droite chemise pas
10089,vélo à droite
10091,motard en chemise rose
10092,ciel
10093,troisième motard en partant de la droite
10094,toute personne
10096,groupe de porter des vêtements sombres à l'extrême droite
10097,coin inférieur gauche
10098,n'importe lequel d'entre eux
10099,buissons plus verts en haut au milieu à droite
10100,le sol sans herbe
10101,la montagne sur la gauche il y a une araignée là une grande araignée
10102,coin en bas à gauche de la photo
10103,ciel en haut à gauche
10104,ciel blanc à gauche
10105,la construction de ruines au milieu
10106,alligator
10108,tout sauf alligator
10109,gars en vert qui tient son chapeau
10110,chapeau de personnes debout
10111,buisson entièrement vert en haut à droite
10112,ciel
10113,herbe en bas
10115,chapeau troisième assis en partant de la droite
10118,chapeau le plus à droite
10119,gens
10121,courbe de la piste
10122,personne
10123,milieu en bas
10124,la voiture blanche au milieu
10125,imeuble
10126,fond de chaussée
10127,ciel
10128,gens
10130,l'eau
10131,tout en haut du ciel
10133,coin droit sale
10134,buisson à l'extrême gauche
10135,des nuages
10136,ciel
10137,gazon
10138,l'eau
10139,ciel
10141,partie droite du toit vert
10142,feuilles d'arbre à gauche
10143,cabane à gauche
10144,milieu de l'arbre
10145,des arbres
10146,fille de pirate à droite tenant une arme verte
10147,fille en manteau rose
10148,mec d'extrême gauche
10149,sable sur lequel ils se tiennent
10151,plongeur
10152,des arbres
10153,ciel
10154,arbres buissons
10155,gazon
10156,cliquez au milieu en bas de la photo
10157,n'importe où dans le coin supérieur gauche
10158,ciel
10160,bas du trottoir
10161,le grand arbre vert
10162,statue en bas à gauche
10163,feuilles vertes
10164,la fleur jaune
10165,rocher du bas
10166,ciel
10167,sable
10169,mer
10170,sable
10171,ciel
10172,le chapeau de l'enfant()
10174,sac à dos à carreaux à droite
10175,rochers à droite
10176,sol sablonneux
10177,jupe
10178,pied d'enfant
10179,fenêtre à gauche
10180,panneau
10181,le rectangle
10182,sol à droite
10183,toit en tôle
10184,partout
10185,personne à gauche en vert avec un bâton
10186,ciel
10187,temple du milieu
10190,Patch rofl sur l'herbe à droite
10191,la partie blanche du bâtiment
10192,drapeau à l'extrême droite
10193,vert au centre de la photo
10194,groupe de personnes en bas au milieu
10195,homme en chemise rose et blanche et chapeau en bas à gauche
10196,le ciel seulement
10197,chaussée
10199,grande statue au milieu de la cour
10200,fille en pull
10201,coin inférieur gauche saleté
10202,à gauche la moitié du peuple
10203,tête de garçon le plus grand
10204,mec rangée du bas tout à droite
10205,saleté sur rt
10206,personne à gauche
10207,ciel
10208,garçon en chemise orange
10209,ciel
10211,imeuble
10212,camionnette jaune
10213,palmier
10214,ciel en haut à gauche
10215,fond de montagnes
10216,rochers tout en bas de l'image
10217,la personne
10218,ciel
10219,colline
10220,coin inférieur gauche
10221,sol
10222,arbre au milieu
10223,trois gars à droite en choisir un
10225,Feu
10226,les gens à droite
10227,personne à gauche
10228,buissons à côté du feu
10230,ciel sombre
10231,sol en bas
10232,les personnes
10233,bâtiment à l'extrême gauche
10234,partie médiane du côté droit du bâtiment
10235,immeuble à droite
10236,en haut à gauche
10237,sable
10238,ciel
10239,des arbres
10241,avion
10242,coin inférieur gauche
10243,montagne
10244,ciel
10245,personne
10246,route
10247,véhicule
10249,des arbres
10250,chapeau
10251,chemise blanche
10252,brune en bas à droite
10254,ciel
10255,fausse herbe à droite
10256,poubelle verte en arrière-plan
10257,Homme blanc
10258,falaise droite
10259,haut au milieu
10260,le côté droit reste dans l'ombre
10261,Suite
10262,chemise bleue du gars au chapeau blanc
10263,au sol par les genoux
10264,chemise blanche de première personne devant
10265,des nuages
10266,ciel
10267,chapeau
10268,sol
10269,rose
10270,à gauche l'eau
10271,petit plan d'eau à droite
10272,verdure
10273,homme au short bleu près de la balustrade
10274,personne en t-shirt blanc
10275,ciel
10277,mec
10278,brosse sur le côté droit
10280,arbre à gauche
10281,côté droit de l'homme
10283,tu es grand ciel à gauche
10284,à droite plantes
10285,bicyclette
10286,terre de couleur claire en bas
10287,bicyclette
10288,homme
10289,gazon
10290,ciel
10291,neige
10292,mec
10293,oui
10296,nuage en haut à droite
10297,ciel en haut à gauche
10298,rechercher
10299,eau à gauche
10300,groupe
10301,mec à droite
10302,femme devant milieu
10303,ciel
10304,vieil homme en chemise noire à l'extrême droite
10305,gratte-ciel au milieu le plus grand côté gauche
10306,bâtiment tout à gauche
10307,les trois bâtiments pressés ensemble sur le fond
10308,ciel
10309,grand bâtiment en bas au centre
10310,bâtiment inférieur au centre
10312,deuxième bâtiment à gauche le plus haut
10313,la partie grise de la colline à droite
10314,pilier court en bas à droite
10315,toit
10316,quelque chose de vert
10317,espèce de statue côté droit rectangle
10318,mur de briques
10319,chaussée
10320,des nuages
10321,Le coin inférieur droit
10322,les montagnes avec la calotte glaciaire
10323,l'eau
10324,fond d'arbres
10325,brosses supérieures
10326,trottoir à gauche
10327,le mur du bâtiment couleur pêche à gauche
10328,zone de route
10329,ligne rouge devant les gens
10330,avant de l'immeuble rose
10331,ciel
10333,gens
10334,gars de vélo
10335,voiture
10336,ciel
10337,rue
10338,neige
10339,des nuages
10340,bateau à gauche
10341,des nuages
10342,bateau à droite
10343,à gauche l'eau
10344,gens
10345,ciel en haut à gauche
10346,gazon
10347,chose gigantesque au milieu
10348,haut des arbres
10349,gros vieux rocher
10350,haut minuscule bande de ciel à droite
10351,femme
10352,coin inférieur gauche de l'image
10353,les arbres les plus proches de nous
10354,ciel
10356,petite piscine en bas à gauche
10357,la camionette
10358,Haut
10359,gens
10360,sol
10361,un bel oiseau
10362,oiseau du bas
10363,tout sauf des oiseaux
10364,oiseau effrayant aux ailes déployées
10365,des nuages
10366,montagnes enneigées au centre
10367,presse soumettre
10368,l'une des zones noires
10369,chienne cul lapin
10370,bas
10371,le terrain sans personne
10372,zone de fenêtre
10373,homme
10374,structure en bambou
10375,la fenêtre
10376,Mur de bois
10377,bois
10378,mur jaune
10379,mur en bois jaune
10380,bâtiment
10381,escaliers
10382,sol sous les marches
10383,nuages ​​sur rt
10384,dorky hatjuste le chapeau cependant
10385,visage de dorks
10386,bâtiment rose
10387,ciel
10388,l'eau
10389,désolé ciel
10390,gazon
10391,animal
10393,ciel
10394,personne à l'extrême gauche assise
10395,homme à droite
10396,couple ensemble
10398,ciel
10399,chaîne de montagnes à droite
10400,falaise rocheuse à gauche
10401,gens
10402,fenêtre à droite
10403,homme
10404,choses en fil blanc
10405,main droite
10406,guitare
10407,visage
10408,ciel
10409,herbe à gauche
10410,route
10411,sable
