	refexp
78531	building with many cars parked in front
78532	mountains
78533	grass
78534	the middle building mor eon right side with little white thing on top
78536	mountain range in background
78537	road going left to right
78539	the wall running along the grass
78540	third big building from right
78542	building
78543	people on left
78544	cloud on right
78546	person far right
78548	front face
78549	hat
78550	hat
78551	top left
78552	train
78555	cow
78556	trees
78557	trail at bottom
78559	guy facing you
78560	ye olde shack
78561	tire facing camera on right
78562	sky center top
78564	tree
78565	white sky left
78566	dirt
78569	road at the bottom of the image
78570	red
78571	grass at the bottom
78572	water on right
78573	sky
78574	the mans face
78576	people
78577	left water
78579	bed
78581	chair
78582	window
78583	clouds in the sky
78584	grass
78585	ruins
78587	blue sky
78588	rocky ridge middle
78589	the fire
78590	dirt ground
78591	ppl
78592	sky
78593	person
78594	first small palm tree left
78595	palm tree right
78596	palm tree on right side of the circle on the building
78597	bottom big bush to left
78598	building
78599	tall uniform bush to the right
78600	behidn the plam tree
78601	yep
78602	green left corner bottom
78603	bottom left corner
78604	blue sky right
78605	bottom right shrub
78606	left most tree trunk
78607	sky far left
78608	bush very bottom left
78609	door
78610	dwelling on the right
78611	left bush
78612	bush right
78613	blue part of roof
78614	bottom ground
78616	patch of building on far right
78617	right side the flat brown dirt with little white rock
78620	sky
78621	sky
78622	mountains
78623	city
78624	very bottom ground
78625	trees
78626	lake
78628	sky
78629	snow on bottom
78630	sky
78631	the palm tree on the farthest right
78633	hit submit
78634	top of trunk on left
78635	lake midde rightish portion
78636	top left corner
78637	trees
78638	center band
78639	the ground that is being danced on
78640	person bottom right
78641	lower railing
78642	sky
78643	group of people
78644	statue
78645	trees 
78646	left sky
78647	whitest pole
78648	the man/women  person
78649	pole right
78650	tree
78651	tree
78652	brush on left
78653	no problem!! trunk of tree he's hugging
78654	person
78655	big tree
78656	tree
78657	greenery right side of tree
78658	tree trunk
78659	front man's hat
78660	ground
78661	marchers at the back
78662	cloth shield thingy
78664	sky
78665	right building
78666	tree in the left 
78667	water at bottom of stream
78668	the ground blue shirt guy is standing on
78670	the people
78671	with spiders
78673	plant in the lower left
78674	very bottom right corner
78675	tree in top right
78676	tall grasses left
78677	mountain
78678	big brown rock
78679	sky
78680	the mountain
78682	short white building on left
78683	sky
78684	grey building in center
78685	the road bottom middle
78686	1st orange flag
78687	ground
78688	sky 
78689	people
78690	rocks near legs
78691	bottom right head
78692	standing third from right
78693	peope
78694	any person
78695	3rd person from right standing in black
78696	person in center iwth graphic tea and heans blond woman
78697	man in gray shirt
78698	left woman
78699	sky
78700	path b/w grass and building
78701	building right
78702	middle trees
78703	sky only
78704	high
78705	right spiraled building
78707	sky
78708	red plate farthest right
78709	left bottom corner
78710	woman on left
78712	right lower corner blanket
78713	sky blue lunchbox
78714	blue plate on towel right side
78715	girl middle black top
78716	black in middle
78717	red box near bottom center
78718	middle yhellow thing
78720	mountains
78723	far left side of blanket
78724	right people
78726	sand bottom right
78727	skyyy!
78728	front statue
78729	far right
78730	object in lower center
78731	sky
78733	courtyard ground
78734	buliding middle
78735	sky upper left corner
78736	grass in foreground in the middle
78737	the sky
78738	sand
78739	bottom right green
78740	water
78742	waterfall
78743	person on left
78744	greens
78745	2 men huddling
78746	bottom left mans hat
78747	left bottom man
78749	brown rock in the middle
78750	bottom right corner
78751	top of picture
78752	sky
78753	water
78755	ground bottom right
78756	clouds
78757	rocks
78758	water
78759	sky very top
78760	anywhere on bottom shrubs
78761	roadway middle
78762	mountains background
78763	dirt
78764	sky
78765	white sky top left
78766	these guys
78768	hills right
78769	sky
78770	whitessmoke
78771	smoke on right
78772	ground
78773	building
78774	top of the pic
78775	grass bottom middle
78776	water
78777	the clouds
78778	any snow
78779	snow top left corner
78780	thing
78781	building rt
78782	snow right bottom
78783	upper right
78784	train
78785	tree top right
78787	bottom left flooe
78788	white part of sky tiny
78789	field
78790	city
78791	green mountain
78792	little patch of sky top 
78793	fluffy cloud
78794	mountains
78795	white mtntop left side
78796	sky
78797	snow middle right side
78798	sky
78799	bottom of pic
78801	sky
78802	upper anywhere
78803	sky top center
78805	femce
78806	sky on the very top area
78807	tree on right
78808	road
78810	car
78812	greenery bottom left corner
78813	center strip in the valley
78814	green hill
78815	foreground grass
78816	sky 
78817	big mountain in the background
78818	person in the middle in the background
78819	sky very top
78820	tiny person on right in distance
78821	group of two at back left person
78822	2 men together the left one
78823	snowboarder close
78824	trees
78825	person in the distance on the right hand side
78826	person on left in background
78827	any snow
78828	tree on right
78830	sign
78831	beach sand
78832	umbrella front
78833	tallest building
78834	sky
78835	water
78836	torp rt sky
78837	island middle right
78838	top left corner
78839	water
78840	animal
78841	grass on left side of screen
78842	sky
78843	ground at bottom
78844	building left
78845	flag
78846	sky upper middle
78847	bottom
78848	group of people
78849	man taking picture on left
78850	sky at top
78851	glass w/ beer
78852	right beer bottle
78853	left beer in the guys hand
78854	gay face
78855	lighter brown left wall
78856	the wall on the left
78858	bottom right brown part
78859	bike with red pants
78860	hill right
78861	closest guy
78863	ground leftside 2 biker
78864	leftmost person
78865	water
78866	back tire
78867	sky
78868	bike 2nd close
78870	leaves of leftmost tree
78871	shadowing area in the front
78872	tree on left
78873	tree on right
78874	leaves top left
78875	palm tree
78876	stairs
78877	anywhere
78878	guy
78879	bike
78880	bike
78881	road
78882	bushes upper right
78883	the road
78884	yellow area in the middle
78885	black mountain in middle
78886	sky
78887	blue sky
78888	green shrubs
78889	mountains 
78890	bottom right
78891	cloud
78892	gooooooooo click top sky!
78893	people
78895	wall
78896	prsn
78897	kids
78898	truck
78899	kids any
78900	left mans face
78902	guy with white shirt
78904	middle girls face
78905	literally anyone
78906	woman in bandana
78907	sky very top
78910	blue
78911	anywhere thats rock
78912	tree leaves middle
78914	top left very
78917	right tree
78918	tree trunk in center
78919	tree trunk left bigger one
78920	bluish windows on center bldg
78921	bottom right building
78922	buildng holding the flag
78923	building on right skyscraper
78926	building by flag windows bottom
78927	glass guilding by flag
78928	flag
78929	building on top right
78930	flag lowest center
78931	brown bulding on right
78932	top sky
78933	glassy panel building by flag
78935	building the on left
78937	right big building
78939	inty strip of land on right
78940	brown area in front
78941	mountain left
78942	left hills in back
78943	sky
78944	trees
78945	sky
78946	green road
78947	horse head on right
78948	big hill
78949	woman riding horse on the right
78950	person on left
78951	horse on right
78952	sky
78953	horse on the right
78954	horse head on right
78956	horse head right
78957	right bush area by lady in tank top
78958	horse on right
78959	horse head left
78960	guy with heltmet
78961	bare arm
78962	sky
78963	the road
78964	street
78965	the back tire wheel
78966	any part of bike rider
78967	road
78968	road
78969	road
78971	bottom left road
78972	blue shirt
78974	person in front
78975	person all the way in back
78976	mountain range in distance
78977	smooth sand
78978	sky
78979	lower mountains
78980	jimi hendrix
78981	fuk ye mtg - get dat guitar
78982	guy playing trumpet
78983	bottom left corner
78985	the red planting soil
78986	bush right
78987	patch of white in middle all the way right
78988	ground in circle around bush to the right
78989	small people
78990	trees
78991	green grass
78992	sky no clouds
78993	any part of the damn
78994	bottom left water
78995	blue sky
78996	cloud
78997	landmass sticking up bottom right
78999	rockz
79000	grass at the bottom
79001	sky
79003	cityscape on right
79004	the palm tree (i think( on the  left side
79005	building by bridge
79006	water middle
79007	ground bottom left
79008	middle guy in blue
79009	blue jacket right upper
79010	guy in yellow
79011	guy farthest left
79012	second person from left black shirt
79013	fire
79014	fourth person from left
79015	man in blue jacket
79018	wall right
79019	bottom beneath the people
79020	anyone
79021	top of picture
79022	man
79023	bottom center
79024	blue car
79026	sky top left
79027	bush on right
79028	tree left
79029	darker center part of building
79030	dialogo anywhere u on mtg
79031	dialogo
79032	anything
79033	guy in green shirt
79034	guy in the green shirt
79035	guy in the middle
79036	bottom left corner
79037	sky
79038	front guy
79039	left person face
79040	little girl
79041	hat
79042	boy face only
79043	kids
79044	on right
79045	sand
79046	sand
79047	sand
79048	sand bottom roght 
79049	sand
79050	water
79051	dirt
79052	sky
79053	huge ass building
79054	garden area in center bottom
79055	any maze
79056	sky
79057	grass
79058	turtle
79059	sky
79060	bottom left
79061	water
79063	green on left
79064	grass on the bottom
79065	waterfall on left
79066	whitewater down the center of the falls
79067	bottom left
79068	tree on the up right corner
79069	water
79070	left bottom corner
79071	bottom left
79073	left white cloud
79074	steps
79075	upper right cloud
79076	sky
79077	the sign halfway up
79078	any part of structure
79079	peeps
79080	bottom left
79081	sky
79082	window
79083	sky
79084	face 
79085	seat left
79086	hat
79087	windows
79088	windwo
79089	sky
79090	shrub in front
79091	large bush on left
79093	brown patch in the front center
79094	trees
79095	skywater right center
79096	farthest right plant
79097	bottom half of water
79098	top right most
79099	extreme top left corner
79100	shell
79101	water
79102	tall tree in the middle
79103	yellow sand right corner
79104	ground bottom
79105	top right corner
79106	lighted windows building center
79108	sky
79109	statue on the far right
79110	triangle shaped thing center of left side of shore
79112	the thing close to us
79113	water to the left
79114	water right side
79116	very right rock
79117	anywhere
79118	bottom left corner
79120	the rock second from right
79121	court
79122	sky
79123	botm rt dirt
79124	middle
79125	sky
79127	left penquin
79128	penguin to the right
79129	bottom left grass
79130	girl
79131	guy
79132	grass on the right
79134	womans left hand
79135	hat
79136	face
79137	boy
79138	brick around pool
79140	wood top left
79142	dude on bench in back
79143	water surrounding people
79144	bench
79145	lockers back right
79146	that black/green/yellow backpack or whatever in the back
79148	any of the people in the pool
79149	the two people on the left
79150	people sitting
79151	table
79152	guy on the left
79153	trees
79154	left bike
79155	upper right metal box
79156	bike right
79157	woman in yellow to the right
79158	bike on right with the girl
79159	bike on left
79160	hat on shortie
79161	the hat on the person on the left
79162	 bottom right
79163	water
79164	hill on right
79165	sky
79166	man
79168	back kangaroo
79169	largest animal
79170	snake
79171	trees
79172	uppermost patch of sky
79173	britney
79174	bottom left
79175	mountain
79176	ground
79177	sky
79178	backpack
79179	person
79180	white rocks towards front
79181	grass to the left
79182	grass bottom right
79183	grey silly hat
79184	camera
79185	anywehere on the ocean
79186	trees very bottom
79187	water
79188	middle white clouds
79189	desk right
79190	bed
79191	bed
79192	lamp
79193	lamp on nightstand very far right
79194	telephone on night stand
79195	carpet
79196	white upper left
79198	blue patch very top center
79199	person on right
79200	branch hanging on the right upper top
79201	bottom right brown
79202	large green tree bush center left
79203	water
79204	thing in water on left half
79205	the awesome mountain
79206	building
79207	bottom right ground
79208	the group of police
79209	sunglasses guy's face
79210	sky
79211	blue coat
79212	blue shirt
79213	person in brown jacket
79214	people
79216	plants closest to us
79217	waterfall
79219	river
79220	top left corner
79221	tree left
79222	trees on right
79223	building center
79224	sky
79225	black pavement
79226	blue diamond
79227	floor left corner
79228	tree to right
79229	white wall in back
79230	head planter left
79231	plant only left
79232	front backpacks
79234	bottom right corner
79235	white table
79236	the man
79237	door
79238	building
79239	ground snow
79240	sky
79241	sky top
79243	person on the waterfall
79244	still water at bottom of falls
79245	tiny sky spot top
79246	guy sitting at bottom of waterfall
79247	very bottom right corner
79248	cascade
79249	people on top of waterfall
79250	trees
79251	bottom of frame on left
79252	big bottom left boulder
79253	any person
79254	sign
79255	right man lower
79256	person far left standing alone
79257	dude in the middle black coat
79258	red shirt on left
79259	woman in red sweater
79260	city ruins
79262	clouds
79263	dark bottom
79264	pretty clouds
79265	tree on upper right
79266	guy in orange vest in the middle kinda stocky
79268	bike on far right
79269	water on rt very right side
79271	water right
79272	the two guys on the left
79273	middle bike 
79274	ground toward bottom of screen
79275	last personperson on the right
79276	2nd bike from left
79277	leftmost bike
79278	anywhere
79279	short bldg in middle
79280	building left
79281	sky  top right no cloud
79282	bottom of screen
79283	right building
79284	person middle
79285	clouds
79286	left lamp post
79287	'where the birds are
79288	yellowish building middle back
79289	road
79290	sidewalk
79291	people
79293	sky
79294	the water
79295	sky
79296	standing boy in grey
79298	anywhere on the main guy
79300	person on right
79301	top left corner
79302	bottom
79303	person on left
79304	bricks
79305	grass on left
79306	water
79307	sky
79308	yellow wall with no windows
79309	people
79311	water
79312	fluffy cloud ont he left
79313	sky very top
79314	arch
79315	white ground
79317	people
79318	water in center
79319	top sky
79321	man in blue
79322	empty chair of lower left table
79323	clouds
79324	empty chair table w/ people
79325	guy in the orange
79326	blue sky left
79327	girl closest in skirt
79328	top left sky
79329	treeline
79330	yellow shirt
79331	tan building
79332	ground around guy standing by himself
79333	ground closest to us
79334	middle right
79335	people
79336	person
79337	bottom right corner
79338	mountains
79339	sky
79340	stage
79341	crowd of people
79342	whole sign on right --include kaiser
79343	roof
79344	person in the pool back furthest left
79345	guy in front right 
79346	lone dude on the top right
79347	third
79349	farthest back standing person
79350	people in front
79351	person in pool in back - 2nd from left
79352	roof
79353	water
79355	the sky
79356	greenery
79359	floor bottom
79360	top
79361	dude
79364	the plant thing
79365	right water
79367	sky
79368	far bck boat
79369	boat close to us
79370	seal
79372	flocks of birds upper left corner
79373	rocks on bottom right
79375	clouds
79376	birds top of hill
79377	bricks
79378	mountain on top right
79380	trees left
79381	tree on the left
79384	people left
79387	nearest dude
79388	top right
79390	flag in the middle
79391	people at far left
79392	right roadway
79393	ground bottom left corner
79394	people rightside
79395	ocean
79396	sky
79397	sand 
79398	rocks middle
79399	the bottom middle far
79401	trees
79402	any person
79403	rocks right
79405	middle bottom
79406	roof of hut in the middle
79407	right roof
79408	dirt road
79409	trees on right
79411	tree to the left
79413	green mounain tops
79414	hills
79415	bottom
79416	top of mountains
79417	sky
79418	sorry! top of mtn
79419	top part of mountain
79420	anywhere in the middle
79421	building farthest to the right
79422	path in the bottom right
79423	water
79424	building to left
79425	sky
79426	people
79427	trees
79428	bottom right corner
79429	ground
79431	right side of pic
79432	the fruit
79434	far left
79435	sky
79436	brown water in fountain
79438	white building
79439	green bush
79440	red wall
79441	door
79442	water fountain
79444	sand
79445	guy on right
79446	white shirt
79447	gray area very top right
79448	far left person
79449	right person
79450	bananas
79451	sky
79452	trees on the right
79453	sand middle
79454	tower right
79455	tree at the right
79456	big fountain
79458	whaaaat :p  the top of the building
79459	sky
79460	bushes at base of steps
79461	right set of stairs
79462	steps on left they have spiders kill kill
79463	floor bottom
79464	white cloud
79465	trees
79466	entire water
79467	archway of the bridge
79468	very very bottom right corner
79470	grass at bottom right
79471	sky in middle
79472	tree on left
79473	third person from left holding something
79474	person in white coat
79475	person on right
79476	people
79477	center blue
79478	middle animal
79479	hieroglyphs in center of rock
79480	animal shap far to the left 
79481	drawing in the bottom left corner
79482	anywhere
79483	tree
79485	people
79486	thick clouds in the middle area of the sky
79487	top right sky 
79489	sky right corner
79490	building left
79491	rt side dirt
79492	leftmost building
79493	girl
79495	house to left
79496	face
79499	grass
79500	sky
79501	the girl
79502	backpack
79503	dirt
79504	man with white hat
79505	sky
79506	group of kids
79508	rocks in distance to either side of center rock
79509	giant rock 
79510	partial rock formation edge right side
79513	floor lol
79515	boy face
79516	baby's shirt
79517	ball bottom left
79518	trees
79519	tiny piece of grass lower left corner
79520	person middle
79521	bottom - river
79522	person  all the way left
79523	people in red shirts
79524	ground in front
79525	sky
79526	tram
79527	train
79528	road on rt
79529	sky top center
79530	building cylindrical on left with crane
79531	left bldg cylinder one
79532	sky
79533	road
79534	skyscrapper
79537	people
79538	head of carved thing
79539	bed right
79540	lamp
79541	pic on wall
79543	floor tile in the middle
79544	bed left
79545	far right wall covered in fabric
79546	window
79547	rider
79549	weasel looking creature
79550	gopher
79551	people
79552	white cap
79553	ground
79554	upper wall
79555	water
79556	skyline
79558	surfboard very middle
79559	board of guy on right front
79560	right tree trunk
79561	sky
79562	2nd white board from left
79563	cloud left
79564	ground
79565	the surfboard of the blond surfboarder the one walking towards the line
79566	guy on right
79567	trees
79568	steps
79569	glasses chick
79570	bottom right
79571	lady to left
79573	right person
79574	sand on left beside the girl's left shoulder
79575	trees to the right
79577	guy on right
79578	bottom
79579	building
79580	very bottom of photo
79581	sky
79582	sky
79583	mountain  left!!!!!!!shift111111
79584	water
79585	trees/ hills right
79586	sky
79587	big dildo in the center
79588	middle building
79589	bottom left
79590	tower
79591	green truck
79592	tower
79593	middle tower
79594	tower building
79595	mountain right
79597	green bottom
79598	sky
79599	hat
79600	face
79601	bottom right
79602	sky right
79603	bottom left corner
79604	middle mtn
79605	bottom left corner
79606	clouds
79608	far left porton of mountain
79609	break of sky middle
79610	portion of the mountnain nearest the city upper right
79612	left side mountains
79613	mountains towards left
79614	mountains in the far back middle line across the pic
79616	dirt in bottom right corner
79617	the patch of skye in the middle no clouds
79619	guy only
79620	sand anywhere around guy
79621	bigger cow
79622	smaller one
79623	grass
79624	bottom cow
79625	sky
79626	bottom ground
79627	sky
79628	any of the 3 people
79629	sky
79631	bikerl
79632	the biggest tree on the right side
79633	click anywhere in the blue sky
79634	white mountain
79635	bed on left
79636	whatve the phone is on
79637	wall
79638	phone 
79640	right bed
79641	window (curtains anywhere on it)
79642	picture on wall
79643	curtains
79644	sun
79645	great job on sheep! leaves
79646	sloth
79647	dont click on the sloth or the plants!
79648	left center
79649	guy left
79650	sky
79651	ground bottom right
79652	person in blue
79653	anywhere on car
79654	main building
79655	roof of the house
79656	right tree
79657	roof
79658	grass
79659	the yellow road in foreground
79660	sky
79661	grass right
79662	narrow strip of dirt on left
79663	right rut
79665	grass to the left
79666	so close! any tree
79667	people
79668	all animals
79669	seals or something
79670	seal on right near middle
79671	left side of photo
79672	the seal closest to the water (a bit back)
79673	green at very top
79674	seal right awake
79676	bottom left corner
79677	right side of sky
79678	tree on left
79679	right hill
79680	sky left
79681	moutain with sun shining on it
79682	wall
79683	sand
79684	white part of sky
79685	ksy
79686	sky
79687	grassy part of water
79688	water
79690	tennis field
79691	buildings to left
79692	kids on right
79693	face in the middle
79694	face left boy
79695	creepy kid
79696	tree left side upper
79697	bushes closest to us on left
79698	mountain on the left
79699	left most mountain
79700	left mountain
79701	the blue 
79702	mountain on right
79703	mountain top left
79704	mountain on left side of picture
79705	the puff of trees in the upper left corner
79706	trees top left corner
79707	street far left
79708	big trees in back left
79709	tree upper left
79710	bottom right
79711	people
79712	brick building in the background
79713	tree top left
79714	tree left
79715	the door
79716	snow
79717	bottom right
79718	snow click bottom left corner of pic
79719	tree
79720	white door
79721	bottom right
79722	bottom left
79723	left leaf
79724	flowers
79725	top
79726	sandy beach
79727	the mountains on the left 
79728	grass in front
79729	greenery right bottom
79730	sky in middle no clouds
79732	water
79733	houses on the left
79734	clouds
79735	person
79736	top right corner 
79737	bottles on back shelf
79738	bricks
79739	ground
79741	bottle second from right - dark color
79742	booze to the left
79743	stone
79744	blue part of sky without clouds
79745	the gound where i sleep
79746	clouds
79747	yellow flower
79748	top left sky
79749	sky
79750	yellow bush right side
79751	greenery on the left
79752	light
79753	white
79754	the trees around the water in the middle
79755	lake
79756	sky
79757	sand in the top right
79758	tress at the bottom of pond  lower center
79759	buildings
79760	bottom right corner
79761	people on court in white shirts
79762	grass bottom
79763	number 16
79764	sky
79765	trees
79766	top right sky
79768	sky in top left
79769	the ground
79770	turtle
79772	sky
79773	red guy
79774	hat
79775	man of right with sunglasses
79777	water on right
79778	sky
79779	the bridge
79780	white area on top left
79781	sky
79782	plants at the bottom
79784	building
79785	bottom left corner
79786	water
79788	person
79789	the rock in the middle at the top
79790	camping gear on left
79791	orange
79792	sand btm left
79794	top right corner
79795	kid with backpack
79796	guy that is hopefully buying a shirt
79798	boy with green backpack
79799	rock on left side of woman's body
79800	anywhere  on mountain
79802	person
79804	biggest boat
79806	water in the middle
79807	buildings
79809	leaf bottom left
79811	leaf bottom right
79812	lady
79813	ground bottom
79814	upper sky
79815	all of the grass on the left
79816	sand
79817	sign
79818	ground
79819	guy on far right
79820	far right person
79821	sky
79823	people on right
79824	two on left
79825	person on the far right in green jacket
79826	man wearing white pants
79827	field with rows of plants
79828	the man on the right
79829	person lon left leaniong on tree
79830	ground closest to us
79831	backpack by tree
79832	girl in blue shirt
79833	top part of tree tunk
79834	road
79835	yelloow shirt
79836	dead tree on right
79837	only one with defined branches
79838	green grass very front
79839	steps bottom right
79840	sky
79841	mountain in middle
79842	buildings on left
79844	sky
79845	woman on left
79847	little tree furthest to left and closet to bottom
79848	sand
79849	chick with ugly purple skirt
79850	brown in the middle
79854	one of the two on right
79855	pedrson right
79856	sand
79857	sky
79858	left dude
79860	click girl
79861	hat
79863	window
79864	his face
79866	window
79867	top right
79868	window
79869	man
79870	white wall on the left
79871	window
79872	bottom left pillow thing
79873	sky
79874	water
79875	biker
79876	very bottom left
79877	the road
79878	sky
79879	dirt bottom rt
79880	water
79881	sky
79882	mountain
79883	woman on left
79884	woman on the left w/the red purse
79885	person on left
79886	man in middle
79887	left person
79888	red purse
79889	woman at left
79890	person in white all the way on the right
79892	setting sun
79893	sky
79894	sky
79895	anywhere low
79896	things in the middle
79897	trees on right
79898	the sky
79900	road
79901	bushes on left side
79902	green to right
79905	pavement
79906	road bottom left
79907	cyclist
79908	bike
79909	bottom left
79910	low grass left corner
79911	sky
79912	patch of shrubs near the bottom
79913	farthest building
79914	flowers in front
79915	right building
79916	red flower in middle next the pole
79917	red flowers bottom
79918	bottom red flowers
79919	red flowers close to us
79920	sidewalk near grassy
79921	tower
79922	white car 
79923	blue car
79924	front red flowers
79925	flowers in front on grass
79927	patch of roses closest to camera
79929	lamp post right
79930	flower bed on left farthest away
79932	red and green bushes closest to u
79933	tree left
79934	leftmost tree
79935	the tree on the left
79936	the tree to the left
79937	sky
79938	closest left tree
79939	tree far left
79940	big left tree
79941	bush on far right
79942	skyline buildings
79943	ground bottom
79944	kid
79945	wall
79946	sorry that was all the water  person
79947	blue thing to right with decals 
79949	face
79950	any front bike
79952	poster of biker on right side of wall
79953	lady
79954	white wall on the far right
79955	bike tire on right
79956	ground
79958	any land
79959	clouds
79960	any cloudless sky
79961	the lake
79962	none shaded area on hills
79963	sky
79965	ground on bottom
79966	people
79967	sky
79968	center of mountain on left
79969	rocks bottom right
79971	top right wall
79972	red ground at bottom
79973	(bug i guess) lower left sand/rock
79974	person
79976	the guy onright
79977	surf board on left
79978	board right
79980	guy to left
79981	surfboard dude on the right is holding the front part of it
79982	the water
79983	bottom 
79984	girls face
79985	dog
79986	floor left
79987	yo doggie
79988	left wall
79989	wall on left
79990	brick wall right lower
79991	left wall
79992	brick wall on left edge
79993	bricks left side top
79994	left brick wall
79995	window center top
79996	clouds top right
79997	brown dog
79998	brown dog
79999	people
80002	clouds upper left
80004	arch
80005	the little bush at the bottom left
80008	right tiny strip of light green water
80010	sky
80011	da plane
80012	green stuff
80013	sky
80014	face boy
80015	mirror
80016	woman face
80017	wall
80018	her face
80019	peeps
80020	open sky bottom left
80021	red car\
80022	white shirt on the left first one
80023	man with grey shirt nex to man in green shirt
80024	buy in dark green shirt
80025	person on right
80026	trees
80027	green shirt
80028	"second person from the right in ""gray"""
80029	dark blue shirt bald guy
80030	foremost guy
80031	bottom
80032	hut on right
80033	left guy
80034	arch
80036	left guy
80037	sky top
80038	ground lower right
80039	man on right
80040	rock left middle
80041	tree left
80042	man left
80043	man on left 
80045	bush on right
80046	car
80047	bottom
80048	ground left
80049	person
80050	red thingy lower left
80051	white bag
80052	sky top left
80053	clouds
80054	anywhere on buildings
80056	ground green front
80057	court lower left
80058	tennis dude
80059	clouds
80060	dark area
80061	mountain white
80062	green ground
80063	green anywhere
80064	green
80065	hat
80066	floor
80067	top left
80068	person
80069	the window upper middle
80070	the thing on the desk
80073	the side of green table
80074	woman face
80075	top left corner
80078	guy
80079	left part of picture
80080	ring
80081	red
80082	statue
80083	clouds
80085	standing dude in center
80087	very top middle
80088	number 3
80089	sky
80090	grass left side
80092	building
80093	right trees
80094	trees left
80095	ceiling
80096	backpack on the ground
80097	people
80098	man in the middle in a sweater and hat
80099	rightmost person
80100	most bottom part
80101	stairs
80102	plants on the left on the ground
80103	guy in middle jeans grey shirt
80104	clouds
80106	train
80108	blue sky top right
80110	rock on rt
80111	sky
80113	big rock in the middle
80114	sand
80115	white on right side
80117	plate a little higheer
80118	right side
80120	good
80121	plate of food at left front
80123	the third plate on the right
80125	women on right
80126	brown cup first on right
80127	right hand side 3rd plate
80128	middle right that is
80129	sky
80130	multi colored building left corner
80131	second person from right
80132	street front
80133	lady in pink shirt
80134	top left
80135	building far right
80137	far right person
80138	tall building close to middle
80139	person in all black in the middle
80140	yellow hat
80141	bottom right road
80142	far building in middle
80143	woman wearing jean skirt and brown shirt in middle
80144	far right the white building
80145	trees on lft
80146	dog
80147	pooch
80148	dog
80149	ground bottom right corner
80150	dog
80151	dog
80152	sky
80153	trees back righ
80154	the dog
80155	woman petting dog
80156	line of rocks on the left
80157	sign
80158	dog
80159	dog being petted
80160	ppl
80162	bottom left corner
80163	top left
80164	door
80165	bldg
80166	tallest part of building
80167	sky
80168	very bottom of pic
80169	vehicle
80170	tell me a side car center
80171	i have ringworm
80172	sky
80173	sky
80174	rock being sat on
80175	blue sky
80176	white
80177	ground
80178	any of the people
80179	mountain brown
80180	shrubs
80181	bottom left road
80182	leftmost tree
80183	clouds upper middle
80184	car™
80185	sign reading beinvenidos a bruzual
80186	backpack center bottom
80187	stairs
80188	the crowd of people
80189	top of bldg
80190	person all the way on the right (cut off of picture)
80191	half of person on the far left side
80192	guy to the right facing away partially cut off
80194	person
80195	flowers
80196	wall
80197	face
80198	in the front
80199	back right kids
80200	desk right
80201	sky
80202	her chest
80203	face
80204	ground on the lower right
80206	trees on the right
80207	van
80208	car on bottom left
80209	snow on right
80210	sky
80211	any leaves
80212	flower
80213	brown stick in the middle
80214	sky
80215	grass on left side of child
80216	dirt on the left
80217	sand to the rt
80218	the kids face
80219	hill right
80220	person
80221	house at right
80222	front row guy on left his hand on the left
80223	man with glasses on leftclick face
80224	guy in white shirt right corner
80225	right hand of guy in front left
80226	people
80227	book on left
80228	face of guy on bottom right
80229	people
80230	front left most guy with glasses nearest us
80231	sky
80232	sky
80233	sky
80234	high sky
80235	trees all the way to right
80236	white house
80237	sky
80238	the main building leftish part
80239	the sky
80240	sky
80241	road
80242	tree on the left
80243	middle tree
80244	grass front
80245	donkey
80246	blue sky at the top
80248	sun
80250	bottom left ground
80251	royal blue shirt
80252	entrance to the church
80253	buuilding
80254	people to the left
80255	entrance dark portion
80256	water middle right
80257	bushy bushes on right
80258	sky top right
80259	sky top right
80260	tree branches on the left
80261	main mound of sand
80262	tree center
80263	bottom right tree bush thing
80266	arches
80268	bottom left
80269	sand at bottom left
80270	road strip
80271	sky
80272	water on left
80274	window on the right
80275	person standing on the left
80276	the plant
80278	plant stand
80279	floor
80280	boy
80281	dry erase board
80282	the stand holding up the tv
80283	hollow log bottom left
80288	bird
80289	bird 
80290	any person
80293	tree botom rt
80294	train or bus on left
80295	top sky
80296	crosswalk
80297	building lower right
80298	buildings on the bottom right
80299	frnt glacier
80300	top right corner
80301	water
80303	sky top right
80305	stairs on very left
80306	tree on far right
80307	top right sky
80308	far right bush
80310	right sky
80311	trees right
80312	fence
80313	tree right side
80314	top right corner
80316	house/structure
80317	right tree
80318	top right corner
80319	sky top left
80320	buiding
80321	the tree in the top right
80322	sky
80323	tower
80325	sky
80326	sky
80327	hill top left
80328	bottom left corner
80329	stairs
80330	water
80331	hill
80332	sky
80333	light sand
80334	bottom edge street
80335	tree on left
80336	sky
80337	the whole buildinga
80338	far right tree
80339	background
80340	brush
80341	left ground foreground 
80342	tree on right
80343	rocks piled up
80345	roof
80346	*sorry right
80347	hat
80348	flute
80349	face
80350	person right
80351	the sand dune on the left
80352	middle guy
80353	brown area on right
80355	man left
80356	sky
80357	man on left
80358	bottom ground
80359	the mountain
80361	people
80362	the bushes
80363	hill
80364	green mountain
80365	ground
80366	cactus in the foreground
80367	sky
80369	car
80370	top left
80371	top right corner
80372	right most window
80373	tree to the right
80375	sun spot
80376	sky
80377	bottom green
80378	green area floor
80379	any human
80380	yep
80381	water
80382	plant 
80383	girl
80384	background
80385	top right corner balcony
80389	window over the yellow blue and orange flag
