	refexp
9027	bike on roof rack on right
9028	sky
9029	big rock
9030	water
9031	top right
9032	left
9033	right road
9034	water
9035	top left bird
9036	right pelican
9037	a pelican or something
9038	water on the right
9039	sky
9040	red person on right
9041	mtn on right
9042	the person all the way on the left
9043	blue jacket
9044	guy right
9047	person in red white
9048	sky
9049	very bottom middle
9052	peeking head on left
9053	man eatting cake
9054	yummy cake
9055	woman to the right
9056	on far left structure in middle
9057	bottom left
9058	guy on the left that hates the rest of the group
9059	person closest to you arms outstretched
9060	group of people
9062	lower left corner shadowed arewa
9063	sand top right
9064	dude on left
9065	wood wall on right
9066	the girl
9067	white chair front right
9068	people
9069	chair on left
9070	wall
9072	kid
9073	guy with white shirt hat and camera
9074	white shirt guy
9075	bottom right
9076	woman scratching her heaf
9077	the sky full of spiders
9078	mountains
9079	guy
9080	face
9081	right window
9083	patch of dirt top of screen
9084	might be a lesbian
9085	sky
9086	mound
9087	any person
9088	ground
9089	rock
9090	click on the water!
9091	animal on left
9092	bottom seal
9093	rider
9095	grass on right
9096	sky
9097	tree right
9098	trees on right
9099	right side of building
9100	left tree
9101	street far left
9102	tree
9104	bright green car
9105	lamp on nightstand
9106	bed
9107	floor bottom left corner
9108	white towel on bed
9109	wall bhind bed
9110	small table on right
9111	window
9112	drapes
9113	bottom right corner
9114	anything green
9115	sky
9116	anywhere but sky
9117	bottle of water
9118	man's head
9119	picnic table with the girl in red
9122	bird right bottom
9123	front rightest bird
9124	right flaming in front
9126	bird right 
9127	bird on far right
9128	rightmost front bird
9129	middle flamingo 
9130	right bird front
9131	left bottom bird
9132	the duck on the right
9133	water again
9134	bird right
9136	animal
9137	ground bottom left
9138	the man
9139	any part of the guy
9140	flute
9141	sky
9142	runway in front
9143	ze sky
9144	bottom of runway
9145	plane
9146	sky
9147	trees in the center
9148	trees any
9150	any person
9151	foreground dirt
9152	in the background the middle
9153	bridge netting right
9154	bottom ground
9157	top right corner
9158	sky middle
9159	sky top middle
9160	ocean right
9161	my bad  bird cutout right
9162	anywhere
9163	left side ocean
9165	green hat on left
9166	person right bottom
9167	middle rock table thing
9168	nightstand
9169	picture on wall on left
9170	light on left
9172	wallpaper
9174	bed
9175	telephone
9176	right picture
9177	right lamp
9179	cent top
9180	water right beneath center mountain range
9181	mountains
9182	the boat
9183	top left
9184	the boy
9185	the face
9186	barrel to the right
9187	wall
9188	table
9189	barrel left
9191	moutian
9192	top middle sky
9193	any horse
9194	bottom anywhere
9195	any of the horses except the far left
9197	zebras i mean people in middle
9198	horse far left
9199	guy on far right 
9200	sebra man on far right
9201	bottom center
9202	spider-people
9204	sky
9206	top right corner
9207	waterfall
9208	the group of people
9209	ground
9210	bottom center
9211	top half
9212	bird
9213	sky
9214	grass top right
9215	bldg
9216	greenery upper right
9217	train tracks
9218	person
9219	rock front
9222	hillside
9223	sky
9224	sky
9225	gree bush top left
9226	rocks
9227	ppl
9228	sky
9229	grass left
9230	grass left side
9231	monument
9232	blue sky anywhere
9233	clouds front
9234	cloud top left
9235	clouds on the top right
9237	blue sky
9238	head
9239	black top right corner
9240	sky
9241	water
9242	left building
9243	lamppost
9244	right building
9245	sky
9246	bagt
9247	watermelon three 
9248	three watermelons
9249	three melons
9250	mangos
9251	melon left
9252	umbrella
9253	any of 3 watermellons in row down front left
9255	white horse
9256	brown horse right
9257	top right
9258	girl in front
9259	brown horse
9260	sand
9261	hill
9262	sky
9263	rock to left in front
9264	brown rocks on right
9265	second rock from the bottom on the left
9266	field
9268	sky
9270	sky only
9271	sky
9272	tree leaves left (upper)
9273	top of the building 
9274	anything but bird
9275	red thing
9276	the bird
9277	bottom of stairs
9279	roof
9280	man in front
9281	water to the left
9282	big rock back
9283	rock  bottom right
9284	group standing against rock
9285	trees
9286	right bed
9287	left bed
9288	outside
9290	the wall on the left
9291	curtains
9292	the lady on the left looking at pics
9294	tree tops
9295	bottom left corner
9297	woman in red™
9298	hand furthest left
9299	mountain in background
9300	sky
9301	grey sweater
9302	hand farthest to the left
9303	blue sky
9304	cloud are on top right
9305	brown area bottom right
9306	bottom left 
9307	mountain left
9308	bottom right dirt
9309	sky
9310	bare rock
9311	man
9313	bottom right corner black hair
9315	the entire sky 
9316	mountain
9317	bottom left shrubs
9318	bottom right corner
9319	sky
9320	mountain
9321	guy on right
9323	foot hills in the distance
9324	guy on left
9325	light brown soil
9326	sky
9327	city
9328	mountain
9329	sky patch on left
9330	tiny left tree
9332	ground bottom right
9333	peeps
9334	ceiling
9335	people  middle
9336	center building thing
9337	people
9338	anywhere
9339	anywhere
9340	building
9341	sky
9342	green bottom
9343	dojo
9344	sky
9345	street
9346	building
9349	very bottom water
9350	white spray far right
9351	the sun
9352	sky
9353	tree group on bottom left side of pic
9354	trees in middle
9355	sky
9356	full face man with grey hat the face
9357	face of front blue hat
9358	frontmost head with long brown hair
9359	top left blackness 
9360	the woman in blue jacket
9361	sky
9362	green
9363	body of water
9364	flamingo
9365	bridge
9366	trees left
9367	bottom right
9368	sky
9369	mountain
9370	trees]
9371	city
9372	two clouds near the right corner
9373	white fence on the right
9374	bottom ground
9376	area near person to the far left's leg near the ground
9378	people
9380	eisenbahn
9381	guy 
9382	pink flowers
9384	top left corner
9385	sky
9386	the wall thing
9387	face
9388	red floor
9389	child
9390	anywhere green
9391	the large building
9392	sky
9394	top bunk
9395	blue towle on bottom
9396	fuck wall
9397	castle
9398	third arch from the right: the lantern on top of it
9399	light
9400	light 2nd from right
9401	bush lower right
9402	sky
9403	tree right
9404	car in front left
9405	people walking 
9406	grass
9407	dragon
9408	left ice
9409	the ice on the far right
9410	people
9411	mtn rt
9412	sky
9413	dat alpaca up in front total coffeelate swag
9414	ah sorry middle alpaca
9416	llama left
9417	the sky :d
9418	bottom
9419	couple dancing
9420	blue umbrella
9421	white umbrella
9422	guy walking on right
9423	umbrella top of picture
9424	people left
9425	asphalt left bottom corner
9426	bike
9429	sky
9432	ground people are standing on
9433	water on right
9434	mtn
9435	left guy
9436	person on right
9439	window of store
9440	sky on the right
9442	man right
9443	person in orange top left side
9444	building
9445	street
9446	botica sign
9447	the light colored brick wall
9448	all the people except the half guy on the right
9449	blue floor
9450	middle blue boat
9451	top green
9452	bottom water
9453	blue boat in middle
9454	boat with flat roof
9456	middle boat
9458	blue boat in middle
9459	boat on right green 
9460	blue boat in middle
9461	dude playing guitar
9462	sitting person
9463	sky
9464	clouds
9465	bottom right corner
9466	lower left corner
9468	cacti on bottom left
9469	the group of cacti on the bottom right
9470	cactus bottom right
9471	green
9472	sky
9473	cactus on right side bottom
9474	bottom right dirt
9475	large mountain
9476	face
9478	snow front
9479	sky
9480	the top hat on the left that is dark brown
9483	brown hat on left
9484	pink and white hat on left side rack
9486	bottom left
9488	roof on the right
9490	center street
9491	right side middle
9492	person in front on rt bottom corner
9494	left side row of hats brown hat
9495	top
9496	bottom 
9497	people right side laying on rock
9498	the person sitting on the rock
9499	rocks any of them
9501	sky 20
9502	bottom field
9503	bird
9504	bird
9505	bird
9506	bird
9507	dat bird
9508	mtn
9509	bird
9510	the horse
9511	horse in front
9513	horse
9514	hourse
9515	horse in front
9516	horse
9517	2003 horse
9518	bench
9519	pick any part of the sky
9520	bottom left ground
9521	fence right side
9522	road
9523	car
9525	people
9526	sky left
9527	trees 
9528	bottom right
9529	right bottom
9530	trees
9533	lower right corner
9535	bottom right corner
9536	the yellow ground
9537	guy
9538	horse
9539	the horse
9540	tree
9541	top left corner
9542	woman
9543	tall grass
9544	grass area around person
9545	patch of weeds by rocks on right
9546	child
9547	father
9549	the bike
9550	the bike spikes
9551	bike
9552	road
9553	sky
9554	bike
9555	branch on right
9556	bike
9557	woman
9559	calendar on wall
9561	statute
9563	think that's a woman any person
9566	bottom left trees
9567	right side buildings
9568	people
9569	the flowers
9570	whoooo! the vasey thing w/ flowers in it yo
9571	top edge wall
9572	red soft
9573	mountain left
9574	water
9575	sky
9576	sand
9577	sky
9578	any person
9580	very
9581	 the buildings on left 
9582	sky
9583	building
9584	structure in middle that has a point
9585	the dirt
9586	rusted car on right
9587	plants front right
9588	top right
9589	snow capped mountain
9590	left woman
9591	yeas
9592	yellow
9593	middle guy
9594	middle person
9596	water left
9598	ground / street leading in the arch
9599	lady
9600	bottom right
9601	lol
9602	vilacoyo sign
9603	wall top right corner
9604	windown
9605	either window curatin
9606	left corner of the wall
9608	bed
9611	van
9612	sign on left
9614	sky
9615	tan shirt 
9616	bench on left
9617	tree
9618	pole on the left
9619	pole right
9620	sand
9621	sun
9622	median
9623	the sand on the beach
9624	bottom of pic - sidewalk
9626	water
9627	sands
9628	the beach
9629	bench in middle l
9630	the sky
9631	water closest to us
9632	sand
9633	top right very top right
9634	girl
9636	top left corner
9637	field
9638	whole group of people
9639	yellow jacket near right
9640	guy in yellow jacket on right
9641	the group of skiers on the left  6 of them
9642	top sky
9644	tree tops
9645	pavement
9646	grass bottom
9647	sky
9648	foundtain front
9649	the fountain in the center of the picture
9650	trees
9651	grass on left
9652	no problem guy in middle
9653	sky
9654	ground
9655	car 
9656	biker
9657	sky
9658	top of sky
9659	the bed on the left
9660	wall
9661	window
9662	beds to the right
9663	the person
9664	wack animal
9666	bottom right corner
9667	kids face in front
9668	kid front and center
9669	kid in red
9670	kids right
9671	front face only
9672	drapes on the right
9674	table
9675	top
9677	man on left
9678	bottle on left
9679	person in the back on left
9680	person 2nd from right
9681	glass of milk in hand on left
9682	window
9684	beer  cup of the man on the right
9685	the guy on the right
9686	grass lower left
9688	train choo choo
9689	weedy grassy patch in left hand bottom corner
9691	sky
9692	tracks
9693	building
9695	sky
9697	right tree
9698	grass
9699	bench bottom right
9700	light pole by the bench on left
9701	church
9702	either stet of stairs
9704	top left buds
9705	any of the little round things in the center
9707	the things growing on the plant on the bottom right side
9708	leaves on left
9709	big leaf facing front at top
9710	water
9711	sky middle
9712	buidling second from left
9713	the palm on the left
9714	sky
9715	trees
9716	grass
9717	ground
9718	planter in front
9719	trees top left
9720	people
9724	the girl
9725	the jacket the woman is sitting on
9727	can
9728	face
9729	door
9730	grass bottom
9731	pale rock formation
9732	water
9734	road in middle
9735	wall on the left
9736	sky
9737	sky
9738	trees
9739	water
9740	building
9741	street area by the people in the bottom right corner
9743	sky
9744	anywhere
9745	left side
9746	grass bottom right
9747	sky
9748	the buildings at the base of the mountain
9749	skier
9750	guy
9751	guy
9752	water
9753	guy
9754	person
9755	guy
9756	sky
9757	player in blue bottoms
9758	bottom center
9759	most right person on court
9760	foreground woman blue shorts
9761	bottom
9763	car
9764	sky
9765	sand dunes
9766	all buidings
9767	top
9768	bottom right corner
9769	building
9770	the sky
9771	green tree on left
9772	sky
9773	the whole building
9774	red flag
9775	top right cloud
9776	hills
9777	water
9778	sky
9779	greenery in foreground
9780	sky
9781	bush right front
9782	corner left
9783	left temple pagoda thingie
9784	blue sky left
9785	big white cloud
9786	green
9787	sky in top right
9788	tile bottom right
9789	people
9790	biggest child front
9791	weird kid in front
9792	boy red and blue shirt
9793	ground
9795	the people
9796	bottom middle
9797	striped thing upper left
9798	blue towlie
9799	the white blankets on the right
9800	the woman holding the bottle
9801	bottle
9802	girl in green and yellows head
9803	girl face right
9804	face in the middle
9805	face
9806	shirt
9808	clear sky
9809	railing
9810	shrubs
9811	background hills
9812	sky
9813	white sky far right middle
9814	ground at the bottom
9815	bottom right corner
9816	anyone standing
9817	statue
9818	people at the bottom pf pic
9819	very top curtains
9820	sky
9821	trees
9824	rock thing on bottom left
9825	people in midle
9826	sky
9827	sky
9828	right mountain
9829	top half of picture
9830	bottoms of pic ferns/grass
9831	very bottom left
9832	sky
9833	water
9834	moutain
9835	sky
9836	bottom right greenery
9837	near the center
9839	water lower
9841	mountain
9842	blue sky
9843	mountain
9844	old guy
9845	 water 
9846	sky
9847	women 
9848	window upper right
9849	bottom left brown table
9850	red ballons in back
9851	sky
9852	mountain
9853	sand top of picture
9854	right people
9855	sand at very bottom
9857	open sky on far left
9858	ground on bottom right
9859	wall they are sitting on
9860	girls
9861	patch of blue sky on right 
9862	mountain
9863	tree to the right edge
9864	sky
9866	very bottom middle
9867	building
9868	palm trees in from of building
9869	yellow bit on the bottom left corner
9870	car bottom left
9871	white car in the shadows on bottom right
9872	first bed
9873	nightstand telephone on left
9874	r bed
9876	window
9877	red wall
9878	right bed
9879	bed right 
9880	ground
9881	art on wall
9882	bed to right
9883	lamp left
9884	bed near window
9886	bed on the right
9887	sky
9888	snow left
9889	who is this face
9890	people
9891	water bot left
9892	people
9893	top left leaves
9894	water center right
9895	trees right side
9896	mountain left
9897	people
9898	bottom right corner
9899	trees
9900	man
9901	hand on doorknob
9902	superman
9903	open hand on telephone booth
9904	sky only
9905	snow bottom
9908	island far away
9909	left group of people
9910	black bag
9911	sky
9912	lady in blue jacket on the right side of the picture
9913	wall on left
9914	right bricks
9917	sky
9918	patch of grass to righ of right elbow
9919	dude
9920	shaved head lower left
9921	cup on tight blue 
9922	empty cup second closest
9923	water
9924	sky
9925	rbldg
9926	dark sky
9927	white sky
9928	hill right
9929	house in back
9930	dude mid
9932	baseball cap
9933	any building
9934	water
9935	sky
9936	sky
9937	chair on rt
9938	ceiling
9939	wood paneling center left
9940	bottom right
9941	the sky
9942	the spider filled sky
9943	her
9944	green left bottom
9945	cloud top left
9946	upper right corner
9947	water far back middle
9948	green water
9949	sky
9950	bottom right corner
9951	people
9952	plane
9953	the piano on the left
9954	window door thing with thing hanging over
9955	sky
9956	white building on the right with tan roof
9957	biulding on left side
9958	bottom yellow building on right white splotch betweecn doors
9960	white car left
9961	right blue bilding
9962	yellow building
9963	people  in center bottom pic
9964	very tiny people on the side walk bottom center
9965	balcony on the green building on left
9966	road bottom
9967	mans head
9968	cliff on left
9969	upper left corner green
9970	water
9971	man looking over rail
9972	rocks to the right
9973	sky
9974	sky
9975	sky
9976	bottom right corner
9977	sky
9978	top sky
9979	sky
9980	greenery on left
9981	anywhere
9982	person
9983	top bright green patch
9984	grass on left
9986	bottom middle
9987	tree on left
9988	tree leaves farthest left 
9989	columns
9990	tall tree on right
9991	tree on left
9992	closest tree
9993	left tree
9994	tiled walkway wear the meters are
9995	blue sky
9996	tree on left
9997	that guy was hilarious the road
9998	furthest*
9999	ground
10000	boy
10001	bldg
10002	sky
10003	left grass near road
10004	road
10005	trees on right
10006	sky\
10007	middle car
10008	car
10009	car dead center
10010	person closest to camera
10011	car in middle
10012	second car on the right
10013	snow at bottom
10014	biggest vechicle
10015	train
10016	sky
10017	wow you're an idiot quit now the sky
10018	people
10020	bball board
10021	virgin mary statue at back right
10022	misty mountain back
10023	sky
10024	ground
10025	that derpy girl stickin out of his right shoulder
10026	his face
10027	face
10028	dude on left
10029	right face
10030	hand bottom left
10031	guy on left
10032	dude on the right
10034	left guy face
10036	dude
10039	bottle pour
10040	red bottle
10041	thingy back w/ white letters
10042	person right
10043	lol person on left
10044	top
10045	kids bottom right
10046	the puppets
10049	2nd row kids
10050	kid with star hat
10051	right side rug
10052	curly hair
10053	man closest to stage on left
10055	tv 
10056	floor
10057	window
10058	tv stand
10059	sky top left
10060	the train
10062	right building
10063	man on floor
10064	cameraman
10065	yellow guy
10066	the video camera
10067	people
10068	sky
10069	planter on the right side
10070	top l
10071	sky uppper right 
10073	white car
10074	tree on left edge
10075	building
10076	green leaves middle pot
10077	sidewalk
10079	second pot from right
10080	sky top
10081	bottom left corner
10082	building in the middle
10083	dark dense tree area
10084	bike on the right
10085	third person from right
10086	woman on far right
10088	second from right no shirt
10089	bike right
10091	biker in pink shirt
10092	sky
10093	third biker from right
10094	any person
10096	group wearing dark clothes on the far right
10097	bottom left corner
10098	any of them
10099	greener bushes upper middle right
10100	the ground without grass
10101	the mountain on the left   there's one spider in there  one big spider
10102	bottom left corner of photo
10103	sky upper left
10104	white sky left
10105	building ruins in the middle
10106	alligator
10108	anything but alligator
10109	guy in green who is standing his hat
10110	standing persons hat
10111	full green bush on top right
10112	sky
10113	grass at bottom
10115	hat 3rd sitting from the right
10118	farthest hat on the right
10119	people
10121	curve of the track
10122	person
10123	middle bottom
10124	the white car in the middle
10125	building
10126	pavement bottom
10127	sky
10128	people
10130	 water
10131	very top of sky
10133	dirt rght corner
10134	bush on far left
10135	clouds
10136	sky
10137	grass
10138	water
10139	sky
10141	right part of green roof
10142	tree leaves on left
10143	shack on left
10144	tree middle
10145	trees
10146	pirate wench on right holding green weapon
10147	girl in pink coat
10148	far left guy
10149	sand they are standing on
10151	diver
10152	trees
10153	sky
10154	trees bushes
10155	grass
10156	click the middle bottom of the pic
10157	anywhere in the top left corner
10158	sky
10160	bottom sidewalk
10161	the big green tree
10162	statue bottom left
10163	green leaves
10164	the yellow flower
10165	bottom rock
10166	sky
10167	sand
10169	sea
10170	sand
10171	sky
10172	the child's hat()
10174	plaid backpack on right
10175	rocks on the right
10176	sandy ground
10177	skirt
10178	kid's foot
10179	window on left
10180	sign
10181	the rectangle
10182	ground on right side
10183	sheet metal roof
10184	anywhere
10185	person on left in green with a stick
10186	sky
10187	middle temple
10190	rofl patch on grass on right
10191	the white part of the building
10192	flag far right
10193	green in center of pic
10194	group of people bottom middle
10195	man in pink and white shirt and hat on bottom left
10196	the sky only
10197	pavement
10199	tall statue in courtyard midle
10200	girl in sweater
10201	bottom left corner dirt
10202	left half of the people
10203	tallest boys head
10204	dude bottom row all the way right
10205	dirt on rt
10206	person left
10207	sky
10208	boy in orange shirt
10209	sky
10211	building
10212	yellow van
10213	palm tree
10214	top left sky
10215	mountains background
10216	rocks on very bottom of picture
10217	the person
10218	sky
10219	hill 
10220	bottom left corner
10221	ground
10222	tree in middle
10223	three guys on right pick one
10225	fire
10226	people on right
10227	person on left
10228	bushes beside fire
10230	dark sky
10231	ground at bottom
10232	the people
10233	building far left
10234	right side middle part of buidling
10235	bldg right
10236	top left
10237	sand
10238	sky
10239	trees
10241	plane
10242	left lower corner
10243	mountain
10244	sky
10245	person
10246	road
10247	vehicle
10249	trees
10250	hat
10251	white shirt
10252	brunette bottom right
10254	sky
10255	fake grass on the right
10256	green trashcan in background
10257	white guy
10258	right clif
10259	middle top
10260	right side stay in shadows
10261	more
10262	blue shirt of the guy with the white hat
10263	ground by the kneews
10264	white shirt of first person in front
10265	clouds
10266	sky
10267	hat
10268	ground
10269	pink 
10270	water left
10271	small area of water on right
10272	greenery
10273	man in the blue shorts by the railing
10274	person in white tshirt
10275	sky
10277	guy
10278	brush on right side
10280	tree on left
10281	right side of man
10283	you are great  sky on left
10284	right plants
10285	bike
10286	light colored ground at bottom
10287	bike
10288	man
10289	grass
10290	sky
10291	snow
10292	guy
10293	yeag
10296	top right cloud
10297	sky top left
10298	court
10299	water on left
10300	group
10301	guy right
10302	woman front middle
10303	sky
10304	old man in black shirt far right
10305	skyscraper middle the bigger one left side
10306	building all the way to left
10307	the three buildings pressed together on the bottom
10308	sky
10309	big building at bottom center
10310	lower building in the center
10312	2nd building on left tallest
10313	the gray part of the hill on the right
10314	bottom right short pillar
10315	roof
10316	anything green
10317	statue thing right side rectangle looking
10318	brick wall
10319	pavement
10320	clouds
10321	bottom right corner
10322	the mountains with the ice cap
10323	water
10324	trees bottom
10325	top brushes
10326	sidewalk on the left
10327	the peach colored building wall on left
10328	road area
10329	red line infront people
10330	ponk bldg front
10331	sky
10333	people
10334	bike guy
10335	car
10336	sky
10337	street
10338	snow
10339	clouds
10340	boat on left
10341	clouds
10342	right boat
10343	any water left
10344	people
10345	sky top left
10346	grass
10347	gigantic thing in middle
10348	top trees
10349	big old rock
10350	top tiny strip of sky right
10351	woman
10352	bottom left corner of picture
10353	trees closest to us
10354	sky
10356	small pool in the bottom left
10357	the van
10358	top
10359	people
10360	ground
10361	a lovely bird
10362	bottom bird
10363	anything but birds
10364	creepy bird with wings spread
10365	clouds
10366	snowy mountains in center
10367	press submit
10368	any of the black area
10369	bitch ass rabbit
10370	bottom
10371	the field without people
10372	window area
10373	man
10374	bamboo structure
10375	window
10376	wood wall
10377	wood
10378	yellow wall
10379	yellow wood wall
10380	bldg
10381	stairs
10382	ground beneath the steps
10383	clouds on rt
10384	dorky hatjust the hat though
10385	dorks face
10386	pink bldg
10387	sky
10388	water
10389	sorry sky
10390	grass
10391	animal
10393	sky
10394	person on far left sitting down
10395	man on right
10396	couple together
10398	sky
10399	mountain range right
10400	rock cliff on left
10401	people
10402	window on right
10403	man
10404	white wire things
10405	right hand
10406	guitar
10407	face
10408	sky
10409	grass to left
10410	road
10411	sand
10412	ground
10413	the center boy
10414	sky
10415	entire picture
10416	water
10417	sky
10418	buildings
10419	stacks of folded clothes
10420	pink bag front left
10421	wall top
10422	the yellow blouse in middle
10424	face
10426	mountain in far background on right
10427	guy
10428	any one of the clouds
10429	far left green by head
10430	railing
10433	rock
10434	sky
10435	whitest part of the sky
10436	yellow
10437	middle flower
10438	bottom right flower
10439	treeline
10440	tree range thin anywhere
10441	row of trees in background
10442	water
10443	fence rail left
10444	the forest in the background
10445	sky
10446	any of the yellow shrubs
10447	the seal
10448	rock
10449	anywhere but the seal
10450	top windows
10451	man left
10452	sidewalk
10453	sand on the right
10454	sky
10455	grassh all the way to the right
10456	island
10457	sand closest
10458	ocean
10459	bottom left corer
10460	the tree
10461	water
10462	sky
10463	green
10464	green leaves to the rt closest to us
10465	sand
10466	the dude
10467	man in red pants
10468	sky
10469	rocks
10470	trees far left
10471	trees on right
10472	very bot left
10473	grass around bird
10475	hawk
10476	people
10477	floor
10478	train
10479	flag on train
10480	sky
10481	bottom right
10483	far one in back
10484	anywhere but the animals
10486	top
10487	bottom middle
10488	man
10489	sand
10490	person bend over
10491	brown shirt
10492	sky
10495	rock on bottom right corner
10496	left biggish boulder
10497	water
10498	big rock left
10499	guy pouring drink
10500	person's face with the big smile
10501	man gray shirt
10502	building arches
10504	wall
10505	people
10506	rocks top rt corner
10507	rocky things top right
10508	wall
10509	walking path at the bottom
10510	ground nearest the bottom
10511	white building right bottom
10512	skyscrapers
10513	sky
10514	sky
10515	water
10516	okay so any of the sand on spider beach
10517	ancient ruins
10518	top
10519	trees bottom center
10520	bottom right
10521	bottom left corner
10522	sky
10523	orange shirt near the back middle
10524	hair of person with red top
10525	the man in the pink and blue shirt
10526	red shirt gold sleeves
10527	snazzily dressed playa in yellow shirt
10528	hair to the right bottom
10529	plaid shirt guy
10530	rt ground
10531	ugly toes
10532	sneakers
10533	pot
10534	green legs
10535	legs on the left
10536	hole
10537	rocks () top of screen
10538	wall
10539	floor
10540	phone on table on the left
10541	bed
10542	wall
10543	center tree
10544	building 2nd in from right
10545	top
10546	bldg 2nd from left
10548	middle part of structure
10549	group of people left middle foreground
10551	sky
10552	right building
10553	brick walk way lower right corner
10556	tree
10557	ground at bottom
10558	sky
10559	grey rock
10560	bird
10561	bird
10562	sky
10563	trees left
10564	grass bottom half
10566	moutain 
10567	bottom left corner
10568	sky
10569	biggest cloud
10570	the trees on the right
10571	water
10572	lol   low white clouds
10573	sky
10576	left nightstand
10577	bottom left
10578	bed
10580	the bottom ground
10581	white sky
10582	tree left side
10583	group of people
10585	people
10586	top left corner
10587	the trees
10588	statue
10589	sky
10590	woman right / black top
10592	man sitting on far left
10593	main subject on the left
10594	wood wall on right
10595	bottom
10596	green on lower right
10598	top right corner
10599	rock close to left side touching water
10600	the water
10601	kid
10602	creepy guy in front
10603	anything other than the people
10604	rocks
10605	statues
10606	surfer
10609	bottom left
10610	patch of sky upper right corner
10611	guy
10612	limb center left edge
10613	bot left
10614	trees
10615	big rock close to us
10616	top left beach 
10617	beach to the left
10618	top right corner
10619	sand at very top left
10620	sand near shore on left side
10621	water
10622	the tall cactus middle right
10623	top right
10624	grass on middle left
10625	sky
10626	girl with dreads
10627	girl on left
10628	ground
10629	top right 
10630	girl
10631	rock formations
10632	sky
10633	bottom
10634	the people
10635	sand
10636	sky
10637	pare sign
10638	right tree
10639	bottom grass
10640	sky
10641	statue
10642	tree on the left
10643	sky
10644	mountain
10645	person
10646	whitest sand in back
10647	bottom right corner
10648	mountain tops any of them
10649	top of mountainange on left side
10650	blue sky
10651	clouds
10652	grass
10653	the top of the pic to the edge
10654	rocky formations on the bottom half of the picture
10655	fountain
10656	sky
10657	person in middle
10659	sky
10660	lady in bottom center
10661	water
10662	the sky
10663	sand
10664	left bush bottom
10665	the green tree on the left
10666	people
10667	sky
10668	trees
10669	walking path
10670	water
10671	sand
10672	sky
10673	top of arch
10674	the tree on the left
10675	sky top middle
10676	horse on right
10677	horse in front
10678	grass left center 
10679	road
10680	sky
10681	trees
10682	sky
10683	sky
10684	mid left building front
10685	darkest building in middle
10687	middle window
10688	window left
10689	people
10690	foggy window left side
10692	sunset
10693	top right
10694	closest clear glass
10695	anywhere on the table
10696	any person
10697	yellow rectangle of wall rightish
10698	the plate closest to the edge of the table
10699	glass right
10700	sky
10702	rightmost foreground bush
10703	bottom left 
10704	wter
10705	sky
10706	sky
10707	upper part water
10708	mountian side closest
10709	man far right
10710	snow mountains
10711	anything except bottom left
10712	bottom left building
10713	green thing
10714	two people on left
10715	the blue label bottle closes to this end center
10716	head
10717	woman front right side in black shirt
10718	left bottom
10719	sky
10721	woman
10722	little girl
10723	right face
10724	the face of the woman you love
10725	wall
10726	very left edge top
10727	sky
10728	grass
10729	lake far away
10730	building
10731	sky
10732	grass
10733	sky
10734	grass bottom left
10735	girl
10736	sky
10738	tree midle
10739	blue thing on chair
10740	the bed
10741	chair
10742	curtain
10745	trees
10746	sky
10747	top area of building in the center with all the windows
10748	big patch of grass left side
10749	windows on building to the left edge
10751	dirt
10752	the large group of clouds
10753	churchy building
10754	sky
10755	bottom half
10756	sun
10757	tree on the top left
10758	bottom right corner
10759	man
10760	i meant right my bad right tree
10761	trees right
10763	face
10764	sky
10765	the sign at the bottom with number 3
10767	blue sky
10768	quiaca 5171
10769	5171
10770	top green sign
10771	sign on left
10772	5171 sign
10773	man
10774	middle green sign w/arrow
10775	bird
10776	bird
10778	rock beneath bird
10779	any green tree
10780	click anywhere in the foreground
10781	second man in line
10782	trees
10783	front guy
10784	sky top left
10785	snowy mtn on rt
10786	bottom right
10787	sky
10788	left middle
10790	anywhere exvept people try lower left
10791	legs
10792	cloud cluster
10793	sky top
10794	baskets on right
10795	the people sitting - all of them
10796	jerk on right
10798	sky
10799	blue shirt
10801	wood stand right
10802	the lady's bright white clothing
10803	gree brush beside woman in blue
10804	ground very front
10805	pink shirt
10806	foozeballlllllllllllll
10807	blue shirt
10808	dude in green shirt
10809	the guy in the white shirt
10810	top anywhere
10811	sand
10812	water
10813	ground
10814	sky
10815	the people
10817	sky
10818	ocean
10819	person in blue on left
10821	red and white striped tee
10822	sky
10823	bottom right
10824	rail/fence
10825	water
10826	the mountains
10827	sky sorry
10828	the trees in the front on the bottom
10829	sky
10830	water
10831	close city
10832	sky
10833	sky
10834	open grassy space in the middle
10836	the ruins on the right
10837	ruins in the middle
10839	chair on the right
10841	black tile floor
10842	man
10843	sky
10844	any of the people
10845	people
10846	plate
10847	black liquid glass
10848	plate of food rabbit veggies
10849	blue near the top
10850	white napkins top left
10851	top left corner
10852	blue sky
10853	clouds
10854	water
10855	grass
10856	sky
10859	biker
10860	anything very top
10861	the white house closest to us
10862	tree directly in middle
10863	green
10864	doorway
10865	larger window frame
10866	left window
10868	click the kid who works in the sweat shop
10869	sky
10870	sky
10871	the door
10872	building
10874	tree left/top
10875	clouds far far far left
10876	tree on top right
10877	short trees right
10878	sidewalk in front
10879	grass
10880	grass bottom left
10881	any 1
10882	sand
10883	sky
10885	mountain
10886	the light blue water
10887	sky high in the sky
10888	bldg on left
10889	buildings along ride side
10890	road
10891	water
10893	any of the buildings
10894	ground
10895	wall far left
10896	sky
10897	brown dead grass bottom right
10898	water to the right
10899	house
10900	snow on ground
10901	sky
10902	tree thats right in your face on left
